fecha,07/29/20,07/29/20,07/29/20,07/29/20,07/29/20,07/29/20,07/29/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/30/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,07/31/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/01/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/02/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/03/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/04/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,08/05/20,
chile,3,3,3,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,4,4,5,4,4,4,4,4,4,3,3,5,4,5,4,4,3,3,2,3,4,4,5,5,6,6,4,4,4,3,4,3,3,3,5,17,48,62,69,71,72,64,48,35,39,51,72,81,92,99,97,90,85,84,79,75,69,68,69,85,81,74,70,73,69,62,55,62,74,93,94,97,86,81,80,70,77,68,64,58,55,53,59,62,67,52,53,56,56,55,62,68,87,100,94,69,63,53,45,42,41,40,37,32,30,28,33,32,43,30,26,26,26,22,21,24,29,30,35,33,28,28,
